loss,accuracy,val_loss,val_accuracy,lr
1.2168734073638916,0.6793517470359802,0.7111855149269104,0.8512277603149414,1e-04
0.6772865653038025,0.863265335559845,0.5626254081726074,0.8988926410675049,1e-04
0.5077659487724304,0.9176470637321472,0.4478771388530731,0.9393355846405029,1e-04
0.4585385024547577,0.9337335228919983,0.4222891330718994,0.9508907198905945,1e-04
0.4103039801120758,0.9482592940330505,0.41981562972068787,0.9513721466064453,1e-04
0.3864648938179016,0.9581032395362854,0.4232756793498993,0.9542609453201294,1e-04
0.36839959025382996,0.9624249935150146,0.40664806962013245,0.9600385427474976,1e-04
0.3531283736228943,0.9674670100212097,0.3916195034980774,0.962445855140686,1e-04
0.33732089400291443,0.9720287919044495,0.4065128266811371,0.9590755701065063,1e-04
0.33620327711105347,0.9726290702819824,0.3965243697166443,0.9648531675338745,1e-04
0.33169713616371155,0.9737094640731812,0.40299561619758606,0.9600385427474976,1e-04
0.315542608499527,0.9782713055610657,0.39164769649505615,0.9614828824996948,1e-04
0.30730152130126953,0.9828331470489502,0.41378024220466614,0.9629272818565369,7.4999996e-05
0.3090636730194092,0.981632649898529,0.3967495858669281,0.967260479927063,7.4999996e-05
0.3067386746406555,0.9812725186347961,0.396218478679657,0.961001455783844,7.4999996e-05
0.29886025190353394,0.983553409576416,0.41191908717155457,0.961001455783844,7.4999996e-05
0.2952221632003784,0.9861944913864136,0.387029767036438,0.9711121916770935,5.625e-05
0.2902314066886902,0.98763507604599,0.3888098895549774,0.9682233929634094,5.625e-05
0.28323403000831604,0.9887154698371887,0.38858762383461,0.9691863059997559,5.625e-05
0.28790080547332764,0.9873949289321899,0.41429057717323303,0.9643716812133789,5.625e-05
0.28832074999809265,0.9883553385734558,0.39969250559806824,0.9638902544975281,5.625e-05
0.2779054641723633,0.9906362295150757,0.3855029046535492,0.9691863059997559,4.21875e-05
0.2783799469470978,0.9900360107421875,0.3982274532318115,0.9706307053565979,4.21875e-05
0.2753508388996124,0.9909964203834534,0.3913041353225708,0.9691863059997559,4.21875e-05
0.2765456736087799,0.9908763766288757,0.3931160569190979,0.9706307053565979,4.21875e-05
0.2807650566101074,0.9890756011009216,0.399921178817749,0.9667789936065674,4.21875e-05
0.27769753336906433,0.9899159669876099,0.39255306124687195,0.9730380177497864,3.1640626e-05
0.27185744047164917,0.9926770925521851,0.39695096015930176,0.9706307053565979,3.1640626e-05
0.2725905179977417,0.9915966391563416,0.3993088901042938,0.968704879283905,3.1640626e-05
0.2716114819049835,0.9920768141746521,0.40327054262161255,0.968704879283905,3.1640626e-05
0.27150294184684753,0.9918367266654968,0.39342090487480164,0.9730380177497864,2.373047e-05
0.26833492517471313,0.9931572675704956,0.38986825942993164,0.9720751047134399,2.373047e-05
0.2696601152420044,0.993037223815918,0.404885858297348,0.9648531675338745,2.373047e-05
0.2684206962585449,0.9938775300979614,0.40829455852508545,0.9691863059997559,2.373047e-05
0.26797735691070557,0.9927971363067627,0.3913293778896332,0.967260479927063,1.7797853e-05
0.26619505882263184,0.9942377209663391,0.4066660702228546,0.967260479927063,1.7797853e-05
0.2670174241065979,0.9933973550796509,0.3942963778972626,0.9696677923202515,1.7797853e-05
0.2669905424118042,0.9925570487976074,0.40655651688575745,0.9711121916770935,1.7797853e-05
0.26345744729042053,0.9935173988342285,0.3971838653087616,0.973519504070282,1.334839e-05
0.2656286656856537,0.9941176176071167,0.386700838804245,0.9720751047134399,1.334839e-05
