loss,accuracy,val_loss,val_accuracy,lr
1.1322576999664307,0.6246098279953003,0.5537612438201904,0.8223398923873901,1e-04
0.5299688577651978,0.8296518325805664,0.3346390724182129,0.8998555541038513,1e-04
0.35048824548721313,0.887995183467865,0.2944801151752472,0.915743887424469,1e-04
0.2624172270298004,0.914885938167572,0.21310853958129883,0.9393355846405029,1e-04
0.21956866979599,0.9289315938949585,0.2168290913105011,0.9431872963905334,1e-04
0.1721651703119278,0.9483793377876282,0.21375738084316254,0.943668782711029,1e-04
0.15988215804100037,0.9521008133888245,0.19535668194293976,0.9441502094268799,1e-04
0.13291624188423157,0.958223283290863,0.19616055488586426,0.9489648342132568,1e-04
0.12777630984783173,0.9611044526100159,0.1975460946559906,0.9508907198905945,1e-04
0.11201420426368713,0.9660264253616333,0.1814109981060028,0.9523351192474365,1e-04
0.11447698622941971,0.9647058844566345,0.190419539809227,0.9557053446769714,1e-04
0.09440086781978607,0.9683073163032532,0.1884118616580963,0.9528165459632874,1e-04
0.09685567021369934,0.969267725944519,0.17241528630256653,0.9571497440338135,1e-04
0.09577696025371552,0.9708283543586731,0.1895972043275833,0.9581126570701599,1e-04
0.08492761105298996,0.9734693765640259,0.19700585305690765,0.9537795186042786,1e-04
0.0877569168806076,0.9722688794136047,0.17210189998149872,0.962445855140686,1e-04
0.08447792381048203,0.9723889827728271,0.2111099660396576,0.9523351192474365,1e-04
0.07385987043380737,0.9759904146194458,0.17918646335601807,0.9600385427474976,1e-04
0.07797184586524963,0.976590633392334,0.1774575561285019,0.9605199694633484,1e-04
0.06607967615127563,0.9783913493156433,0.17978088557720184,0.9614828824996948,1e-04
0.07501934468746185,0.9758703708648682,0.2058868706226349,0.9571497440338135,1e-04
0.04449514299631119,0.9859544038772583,0.1650407910346985,0.9677419066429138,5e-05
0.0345802903175354,0.9881152510643005,0.15138939023017883,0.9682233929634094,5e-05
0.030253900215029716,0.989555835723877,0.1569494754076004,0.9720751047134399,5e-05
0.031363438814878464,0.989195704460144,0.17787237465381622,0.9634087681770325,5e-05
0.03413305804133415,0.9887154698371887,0.1682799756526947,0.9648531675338745,5e-05
0.024497145786881447,0.9913565516471863,0.1852112114429474,0.9638902544975281,5e-05
0.02934069186449051,0.9899159669876099,0.22315026819705963,0.961001455783844,5e-05
0.026622315868735313,0.9906362295150757,0.18662482500076294,0.9662975668907166,2.5e-05
0.0206544641405344,0.9926770925521851,0.18587221205234528,0.9682233929634094,2.5e-05
0.020991725847125053,0.9927971363067627,0.16439959406852722,0.9711121916770935,2.5e-05
0.02002122811973095,0.9920768141746521,0.16516965627670288,0.9682233929634094,2.5e-05
0.016251729801297188,0.9944778084754944,0.17905092239379883,0.967260479927063,2.5e-05
0.014063840731978416,0.994597852230072,0.15181343257427216,0.9730380177497864,1.25e-05
0.012415967881679535,0.9955582022666931,0.16434350609779358,0.9691863059997559,1.25e-05
0.011159401386976242,0.9960384368896484,0.170008584856987,0.9677419066429138,1.25e-05
0.012745857238769531,0.9949579834938049,0.17034584283828735,0.9691863059997559,1.25e-05
0.013081187382340431,0.9957982897758484,0.17831580340862274,0.9682233929634094,1.25e-05
0.01048362534493208,0.9960384368896484,0.17939387261867523,0.9696677923202515,6.25e-06
0.010503825731575489,0.9955582022666931,0.163629412651062,0.9725565910339355,6.25e-06
0.010727629996836185,0.9961584806442261,0.17077268660068512,0.9725565910339355,6.25e-06
0.009890659712255001,0.996518611907959,0.1811760663986206,0.9730380177497864,6.25e-06
0.010437805205583572,0.9961584806442261,0.16955561935901642,0.9706307053565979,6.25e-06
