loss,accuracy,val_loss,val_accuracy,lr
0.8634413480758667,0.7118847370147705,0.5440548658370972,0.8281174898147583,1e-04
0.2950061857700348,0.906002402305603,0.29377272725105286,0.9147809147834778,1e-04
0.16398951411247253,0.9488595724105835,0.2053832709789276,0.9402984976768494,1e-04
0.1194872036576271,0.962304949760437,0.18416383862495422,0.948483407497406,1e-04
0.08890917897224426,0.9733493328094482,0.18032994866371155,0.9513721466064453,1e-04
0.06696441024541855,0.9805521965026855,0.1681966930627823,0.9537795186042786,1e-04
0.05992598086595535,0.9815126061439514,0.19160261750221252,0.9542609453201294,1e-04
0.0624629482626915,0.9811524748802185,0.16119635105133057,0.9566682577133179,1e-04
0.05368271842598915,0.9825930595397949,0.17421652376651764,0.9576311707496643,1e-04
0.04808836057782173,0.984153687953949,0.1754016876220703,0.954742431640625,1e-04
0.04764033108949661,0.9858343601226807,0.19300727546215057,0.9590755701065063,1e-04
0.043336231261491776,0.9852340817451477,0.17457924783229828,0.9600385427474976,1e-04
0.0409499928355217,0.9867947101593018,0.17308735847473145,0.9600385427474976,1e-04
0.031467508524656296,0.9894357919692993,0.15821433067321777,0.965816080570221,7.4999996e-05
0.028164435178041458,0.9901560544967651,0.17467860877513885,0.9629272818565369,7.4999996e-05
0.027701033279299736,0.991116464138031,0.1493329554796219,0.9619643688201904,7.4999996e-05
0.024077514186501503,0.9919567704200745,0.1568346917629242,0.9619643688201904,7.4999996e-05
0.023092860355973244,0.9917166829109192,0.16431646049022675,0.9653345942497253,7.4999996e-05
0.022039972245693207,0.9926770925521851,0.20466840267181396,0.9629272818565369,7.4999996e-05
0.024579232558608055,0.9918367266654968,0.18303875625133514,0.962445855140686,7.4999996e-05
0.02752864733338356,0.9900360107421875,0.1897609680891037,0.959557056427002,7.4999996e-05
0.018088936805725098,0.9931572675704956,0.15803365409374237,0.9643716812133789,5.625e-05
0.016527825966477394,0.9941176176071167,0.16775573790073395,0.9662975668907166,5.625e-05
0.015466555953025818,0.9942377209663391,0.16240032017230988,0.9648531675338745,5.625e-05
0.017037861049175262,0.9938775300979614,0.16942833364009857,0.9638902544975281,5.625e-05
0.015451447106897831,0.9944778084754944,0.15680189430713654,0.9711121916770935,5.625e-05
0.012608693912625313,0.9955582022666931,0.17664068937301636,0.967260479927063,4.21875e-05
0.012311744503676891,0.9961584806442261,0.17721280455589294,0.9648531675338745,4.21875e-05
0.014774163253605366,0.9936374425888062,0.18124276399612427,0.9629272818565369,4.21875e-05
0.013345692306756973,0.9957982897758484,0.1775580793619156,0.9677419066429138,4.21875e-05
0.0103587182238698,0.9957982897758484,0.1864101141691208,0.965816080570221,4.21875e-05
