loss,main_out_loss,aux_out1_loss,aux_out2_loss,main_out_accuracy,aux_out1_accuracy,aux_out2_accuracy,val_loss,val_main_out_loss,val_aux_out1_loss,val_aux_out2_loss,val_main_out_accuracy,val_aux_out1_accuracy,val_aux_out2_accuracy
3.2654647827148438,2.093228578567505,1.9430880546569824,1.9643666744232178,0.2833133339881897,0.30168068408966064,0.2860744297504425,3.1744508743286133,1.9761736392974854,2.0280771255493164,1.9661802053451538,0.319210410118103,0.31969186663627625,0.330284059047699
2.631312608718872,1.6549144983291626,1.6091800928115845,1.6454765796661377,0.42316925525665283,0.43325328826904297,0.4241296648979187,3.0652501583099365,1.9092392921447754,1.9211198091506958,1.9322491884231567,0.3370245695114136,0.34569090604782104,0.32354357838630676
2.2347869873046875,1.4024014472961426,1.376837968826294,1.3977817296981812,0.5081632733345032,0.518007218837738,0.5153661370277405,2.8623976707458496,1.7351056337356567,1.9792855978012085,1.778351902961731,0.44294655323028564,0.40154069662094116,0.4260953366756439
1.9225667715072632,1.1993603706359863,1.2084906101226807,1.2021980285644531,0.5951980948448181,0.5819928050041199,0.5907562971115112,2.434025764465332,1.5196332931518555,1.5378551483154297,1.5101169347763062,0.5093885660171509,0.46990853548049927,0.5026480555534363
1.5186495780944824,0.9379917979240417,0.9940619468688965,0.9414638876914978,0.6943577527999878,0.6606242656707764,0.6903961300849915,1.5374259948730469,0.928061306476593,1.1042420864105225,0.9269739389419556,0.7038998603820801,0.6302359104156494,0.7019739747047424
1.2987173795700073,0.8013513088226318,0.8559836745262146,0.8019010424613953,0.7412965297698975,0.71140456199646,0.7390155792236328,2.3806116580963135,1.3689502477645874,2.0452663898468018,1.3269388675689697,0.5430909991264343,0.46220511198043823,0.5772749185562134
1.0900490283966064,0.6675270795822144,0.7483920454978943,0.6600137948989868,0.7834333777427673,0.7450180053710938,0.7877551317214966,1.9372951984405518,1.1811484098434448,1.3266512155532837,1.1938378810882568,0.6461242437362671,0.590274453163147,0.6523832678794861
0.8516711592674255,0.5130405426025391,0.6133653521537781,0.5154034495353699,0.837334930896759,0.7948379516601562,0.833853542804718,3.3366639614105225,1.954856276512146,2.6229376792907715,1.983085036277771,0.5454983115196228,0.5291285514831543,0.5435724854469299
0.7424131631851196,0.4436478614807129,0.5445375442504883,0.4513460695743561,0.8566626906394958,0.8219687938690186,0.8542616963386536,1.126880407333374,0.6919192671775818,0.7693249583244324,0.6805450916290283,0.7929706573486328,0.7592681646347046,0.7939335703849792
0.6745875477790833,0.402134507894516,0.5065226554870605,0.40165460109710693,0.8745498061180115,0.8316926956176758,0.8763505220413208,1.0136862993240356,0.6117174625396729,0.7129612565040588,0.6269348859786987,0.8208954930305481,0.7823784351348877,0.8165623545646667
0.5841004252433777,0.3462873697280884,0.44163674116134644,0.35107266902923584,0.8912364840507507,0.8554621934890747,0.8907563090324402,0.7519850134849548,0.46334561705589294,0.4939349293708801,0.46819666028022766,0.8632643222808838,0.8497833609580994,0.8642272353172302
0.4442625045776367,0.25907188653945923,0.3547961115837097,0.26250675320625305,0.9181272387504578,0.8828331232070923,0.917046844959259,1.4078824520111084,0.847726047039032,1.0416240692138672,0.8255624771118164,0.7636013627052307,0.6875301003456116,0.7587867379188538
0.42980748414993286,0.2539742588996887,0.3291551470756531,0.2569558918476105,0.9219687581062317,0.889915943145752,0.9206482768058777,1.473007321357727,0.9078030586242676,0.9900769591331482,0.8939377665519714,0.7722676992416382,0.714973509311676,0.7626384496688843
0.3949018120765686,0.2278459668159485,0.3275129497051239,0.22933968901634216,0.9295318126678467,0.894957959651947,0.929771900177002,1.1083558797836304,0.6353078484535217,0.9257914423942566,0.6510347127914429,0.8324506282806396,0.7684159874916077,0.8334136009216309
0.3297460973262787,0.19115746021270752,0.26697951555252075,0.1949826329946518,0.9406962990760803,0.9121248722076416,0.9373349547386169,1.5214054584503174,0.8250883221626282,1.453626036643982,0.8674319982528687,0.7799711227416992,0.638420820236206,0.7751564979553223
0.3292312026023865,0.18766500055789948,0.279173344373703,0.19271422922611237,0.9438175559043884,0.9061224460601807,0.940456211566925,1.384342074394226,0.8003148436546326,1.0870745182037354,0.8596826195716858,0.7924891710281372,0.7217140197753906,0.7799711227416992
0.2910984754562378,0.16955573856830597,0.23290082812309265,0.17224165797233582,0.9459784030914307,0.9220888614654541,0.945858359336853,1.0225259065628052,0.6382326483726501,0.667715311050415,0.6132621169090271,0.8415984511375427,0.8001925945281982,0.8353394269943237
0.24928955733776093,0.14373958110809326,0.20930743217468262,0.1425255388021469,0.9543817639350891,0.9307323098182678,0.9554621577262878,1.8771997690200806,1.1812424659729004,1.241370677947998,1.0784862041473389,0.7356764674186707,0.6952335238456726,0.747713029384613
0.26974180340766907,0.15506726503372192,0.222680926322937,0.15956710278987885,0.9545018076896667,0.9289315938949585,0.9522209167480469,0.8865155577659607,0.552156388759613,0.5718202590942383,0.5427098870277405,0.8704862594604492,0.8184881806373596,0.8584496974945068
0.2503933608531952,0.14845944941043854,0.19620740413665771,0.14357197284698486,0.9575030207633972,0.9390156269073486,0.9551020264625549,1.670980453491211,0.9389248490333557,1.4838757514953613,0.9563100337982178,0.7727491855621338,0.6909003257751465,0.7631198763847351
0.2209382951259613,0.1283240020275116,0.17805169522762299,0.13066282868385315,0.961704671382904,0.9447779059410095,0.9599039554595947,0.7592357397079468,0.4843497574329376,0.4387221336364746,0.4775642454624176,0.8868560194969177,0.8767452836036682,0.8834857940673828
